user,rating,comment,time,
Ngọc Anh,7.3,"Bánh thơm ngon, đáng để thử!",9/6/2024 19:20,
Văn Hoàng,1.6,"Bánh mềm, ăn rất vừa miệng.",25/09/2024 17:45:31,
Phương Mai,2.4,"Giao hàng chậm, bánh nguội và khô.",7/4/2024 17:54,
Ngọc Anh,6.4,"Giao hàng nhanh, bánh còn nóng hổi.",25/04/2024 06:48:39,
Lâm Phong,9.9,Bánh giao tới hơi nguội nhưng vẫn ăn được.,19/03/2024 22:07:12,
Lan Hương,8.7,Bánh giao tới hơi nguội nhưng vẫn ăn được.,27/06/2024 11:21:44,
Văn Hoàng,6.9,"Bánh mềm, ăn rất vừa miệng.",17/07/2024 04:20:35,
Lan Hương,10,"Giá cả hợp lý, bánh ngon miệng.",4/5/2024 9:12,
Khánh Duy,2.3,"Hương vị không như mong đợi, cần cải thiện.",2/5/2024 23:44,
Hải Nam,1.1,Bánh hơi ngọt so với khẩu vị của tôi.,19/05/2024 18:21:57,
Mai Anh,4.3,Phù hợp cho bữa sáng nhanh gọn.,7/8/2024 18:16,
Phương Mai,9.8,"Bánh mềm, ăn rất vừa miệng.",25/07/2024 15:30:15,
Thảo Vy,2.5,"Quán sạch sẽ, món ăn hợp vệ sinh.",4/6/2024 13:54,
Kim Chi,2,"Nhân bánh ít, cảm giác không đáng tiền.",18/04/2024 08:51:57,
Quang Vinh,6.2,"Quán sạch sẽ, món ăn hợp vệ sinh.",1/4/2024 2:32,
Trung Kiên,3.9,"Mùi vị bình thường, không đặc sắc lắm.",8/1/2024 14:22,
Lâm Phong,8.6,"Hương vị độc đáo, sẽ quay lại lần nữa.",26/01/2024 19:15:06,
Lâm Phong,1.3,"Nhân bánh ít, cảm giác không đáng tiền.",3/4/2024 22:57,
Hải Nam,1.9,"Mùi vị bình thường, không đặc sắc lắm.",19/08/2024 13:24:38,
Trung Kiên,5.6,"Không đúng như kỳ vọng, giá hơi cao.",12/8/2024 10:12,
Bảo Long,5.5,Quá tuyệt vời! Sẽ quay lại lần sau.,14/06/2024 18:24:13,
Hải Nam,2.7,"Hương vị không như mong đợi, cần cải thiện.",1/7/2024 0:07,
Mai Anh,5.8,"Hương vị không như mong đợi, cần cải thiện.",13/10/2024 16:57:31,
Ngọc Anh,9.6,"Món ăn hấp dẫn, rất đáng tiền.",2/8/2024 22:51,
Bảo Long,5.8,"Hương vị độc đáo, sẽ quay lại lần nữa.",10/1/2024 15:36,
Mai Anh,5.6,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",19/07/2024 03:39:33,
Mỹ Linh,5.8,"Hương vị độc đáo, sẽ quay lại lần nữa.",15/11/2024 18:22:46,
Mỹ Linh,7.2,"Mùi vị bình thường, không đặc sắc lắm.",21/04/2024 21:38:37,
Phương Mai,4.9,"Mùi vị bình thường, không đặc sắc lắm.",10/5/2024 3:55,
Thu Hà,9.3,"Mùi vị bình thường, không đặc sắc lắm.",27/02/2024 19:23:40,
Mai Anh,2.4,"Nhân bánh thơm và ngon, rất ấn tượng.",23/10/2024 22:31:57,
Văn Hoàng,8.9,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",8/8/2024 4:07,
Hải Nam,5.3,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",11/11/2024 13:54,
Bảo Long,8.5,"Bánh thơm ngon, đáng để thử!",22/08/2024 07:24:57,
Lâm Phong,9.9,"Giao hàng nhanh, bánh còn nóng hổi.",16/05/2024 23:30:17,
Hải Nam,3.9,"Hương vị độc đáo, sẽ quay lại lần nữa.",24/05/2024 11:58:04,
Mai Anh,4.6,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",14/10/2024 07:17:52,
Minh Đức,3.8,"Giao hàng chậm, bánh nguội và khô.",11/2/2024 13:03,
Quang Vinh,5,"Bánh quá dầu mỡ, không hợp khẩu vị.",6/11/2024 14:53,
Đức Hạnh,7.4,Quá tuyệt vời! Sẽ quay lại lần sau.,18/07/2024 08:08:12,
Tuấn Anh,8.4,Bánh giao tới hơi nguội nhưng vẫn ăn được.,3/10/2024 17:32,
Quang Vinh,8.4,"Bánh mềm, ăn rất vừa miệng.",17/08/2024 21:24:35,
Thu Hà,9.6,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",11/4/2024 8:51,
Hà Phương,7.5,"Hương vị không như mong đợi, cần cải thiện.",19/04/2024 00:13:24,
Huyền Trang,5.7,Bánh hơi ngọt so với khẩu vị của tôi.,22/02/2024 19:43:21,
Ngọc Anh,4.9,Quá tuyệt vời! Sẽ quay lại lần sau.,19/08/2024 06:24:21,
Tuấn Anh,2.8,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",3/3/2024 22:26,
Khánh Duy,9.6,"Quán sạch sẽ, món ăn hợp vệ sinh.",18/08/2024 10:52:18,
Hải Nam,7.6,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",3/8/2024 9:54,
Tuấn Anh,6.7,"Hương vị độc đáo, sẽ quay lại lần nữa.",23/06/2024 22:50:29,
Quang Vinh,2.9,"Quán sạch sẽ, món ăn hợp vệ sinh.",24/07/2024 19:01:20,
Thảo Vy,4.5,"Nhân bánh thơm và ngon, rất ấn tượng.",28/06/2024 16:21:38,
Lan Hương,3.2,Quá tuyệt vời! Sẽ quay lại lần sau.,9/10/2024 4:39,
Tuấn Anh,4.5,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",8/7/2024 23:50,
Trung Kiên,9.7,"Giao hàng nhanh, bánh còn nóng hổi.",24/07/2024 05:10:28,
Hà Phương,6.3,"Bánh quá dầu mỡ, không hợp khẩu vị.",15/07/2024 08:32:18,
Kim Chi,8.6,"Bánh thơm ngon, đáng để thử!",19/10/2024 11:03:49,
Lâm Phong,2.5,Bánh hơi ngọt so với khẩu vị của tôi.,7/4/2024 8:56,
Đức Hạnh,3,Quá tuyệt vời! Sẽ quay lại lần sau.,14/09/2024 05:33:53,
Khánh Duy,2.6,"Giá cả hợp lý, bánh ngon miệng.",15/03/2024 02:17:53,
Thảo Vy,5.8,"Mùi vị bình thường, không đặc sắc lắm.",6/7/2024 10:57,
Tuấn Anh,3.2,"Hương vị độc đáo, sẽ quay lại lần nữa.",12/6/2024 5:00,
Mai Anh,3.9,"Món ăn hấp dẫn, rất đáng tiền.",7/5/2024 23:28,
Kim Chi,1.4,"Giao hàng nhanh, bánh còn nóng hổi.",16/06/2024 12:37:11,
Huyền Trang,9.9,Quá tuyệt vời! Sẽ quay lại lần sau.,8/5/2024 14:03,
Văn Hoàng,1.3,"Hương vị không như mong đợi, cần cải thiện.",4/3/2024 15:58,
Thu Hà,8.6,Quá tuyệt vời! Sẽ quay lại lần sau.,22/10/2024 09:24:16,
Kim Chi,1.6,"Mùi vị bình thường, không đặc sắc lắm.",26/02/2024 07:52:27,
Thảo Vy,2.2,"Nhân bánh thơm và ngon, rất ấn tượng.",17/09/2024 01:33:40,
Văn Hoàng,8.3,"Bánh quá dầu mỡ, không hợp khẩu vị.",1/6/2024 15:26,
Thảo Vy,1.5,"Mùi vị bình thường, không đặc sắc lắm.",8/3/2024 9:42,
Mai Anh,6.1,"Giá cả hợp lý, bánh ngon miệng.",22/09/2024 16:24:44,
Lâm Phong,7.5,"Hương vị độc đáo, sẽ quay lại lần nữa.",23/04/2024 17:54:53,
Mỹ Linh,4.4,"Bánh mềm, ăn rất vừa miệng.",9/5/2024 15:01,
Huyền Trang,4.9,"Nhân bánh ít, cảm giác không đáng tiền.",17/02/2024 21:18:51,
Ngọc Anh,6,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",2/11/2024 23:09,
Khánh Duy,7.8,Bánh giao tới hơi nguội nhưng vẫn ăn được.,4/6/2024 16:54,
Huyền Trang,3.9,"Giao hàng chậm, bánh nguội và khô.",16/08/2024 19:17:01,
Trung Kiên,7,"Hương vị không như mong đợi, cần cải thiện.",14/11/2024 16:24:19,
Khánh Duy,8.4,"Hương vị độc đáo, sẽ quay lại lần nữa.",15/09/2024 21:13:43,
Phương Mai,1.1,"Bánh quá dầu mỡ, không hợp khẩu vị.",8/11/2024 6:38,
Quang Vinh,9.4,Phù hợp cho bữa sáng nhanh gọn.,11/11/2024 18:14,
Kim Chi,6.7,Phù hợp cho bữa sáng nhanh gọn.,15/08/2024 12:23:08,
Huyền Trang,3.6,Phù hợp cho bữa sáng nhanh gọn.,12/4/2024 11:47,
Kim Chi,3.3,"Mùi vị bình thường, không đặc sắc lắm.",24/06/2024 14:52:16,
Lâm Phong,5.1,"Bánh quá dầu mỡ, không hợp khẩu vị.",26/04/2024 17:17:44,
Kim Chi,1.1,"Bánh thơm ngon, đáng để thử!",14/05/2024 16:09:54,
Đức Hạnh,2.6,"Quán sạch sẽ, món ăn hợp vệ sinh.",25/10/2024 13:26:42,
Ngọc Anh,5.1,"Không đúng như kỳ vọng, giá hơi cao.",1/4/2024 20:34,
Hà Phương,2.5,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",8/3/2024 11:40,
Phương Mai,4.3,"Hương vị không như mong đợi, cần cải thiện.",28/05/2024 10:44:09,
Thu Hà,5.5,"Nhân bánh ít, cảm giác không đáng tiền.",6/1/2024 5:48,
Văn Hoàng,3.2,"Nhân bánh thơm và ngon, rất ấn tượng.",22/06/2024 20:01:50,
Tuấn Anh,2.2,"Mùi vị bình thường, không đặc sắc lắm.",26/03/2024 16:14:06,
Khánh Duy,3.3,"Giao hàng chậm, bánh nguội và khô.",29/08/2024 00:17:10,
Đức Hạnh,3.9,"Giao hàng nhanh, bánh còn nóng hổi.",17/10/2024 20:56:35,
Văn Hoàng,6.2,Quá tuyệt vời! Sẽ quay lại lần sau.,31/07/2024 16:57:55,
Khánh Duy,8.1,"Mùi vị bình thường, không đặc sắc lắm.",14/10/2024 10:34:39,
Khánh Duy,3.3,"Hương vị độc đáo, sẽ quay lại lần nữa.",16/11/2024 04:15:15,
Thảo Vy,9.8,Phù hợp cho bữa sáng nhanh gọn.,6/7/2024 10:56,
Ngọc Anh,4.5,"Món ăn hấp dẫn, rất đáng tiền.",4/5/2024 3:06,
Thu Hà,1.6,"Hương vị không như mong đợi, cần cải thiện.",1/4/2024 17:29,
Bảo Long,1.4,"Hương vị độc đáo, sẽ quay lại lần nữa.",20/06/2024 19:08:47,
Văn Hoàng,2.5,"Hương vị độc đáo, sẽ quay lại lần nữa.",21/01/2024 06:44:43,
Mỹ Linh,6.3,"Quán sạch sẽ, món ăn hợp vệ sinh.",8/5/2024 17:38,
Văn Hoàng,5.1,"Giá cả hợp lý, bánh ngon miệng.",17/03/2024 23:10:30,
Bảo Long,8.8,"Mùi vị bình thường, không đặc sắc lắm.",3/3/2024 22:58,
Mai Anh,5.2,"Giá cả hợp lý, bánh ngon miệng.",15/10/2024 04:52:03,
Quang Vinh,7.2,"Mùi vị bình thường, không đặc sắc lắm.",30/03/2024 10:36:27,
Khánh Duy,7,"Bánh quá dầu mỡ, không hợp khẩu vị.",2/9/2024 22:00,
Đức Hạnh,4.4,"Nhân bánh ít, cảm giác không đáng tiền.",5/9/2024 17:05,
Hà Phương,8.1,Bánh giao tới hơi nguội nhưng vẫn ăn được.,20/01/2024 14:47:05,
Quang Vinh,8.5,"Hương vị độc đáo, sẽ quay lại lần nữa.",10/6/2024 4:01,
Tuấn Anh,6.6,"Bánh thơm ngon, đáng để thử!",14/02/2024 07:56:06,
Đức Hạnh,6.5,"Món ăn hấp dẫn, rất đáng tiền.",16/09/2024 18:53:01,
Huyền Trang,7.8,"Không đúng như kỳ vọng, giá hơi cao.",10/10/2024 9:31,
Quang Vinh,2.3,"Nhân bánh ít, cảm giác không đáng tiền.",22/10/2024 18:45:08,
Thảo Vy,4.5,"Quán sạch sẽ, món ăn hợp vệ sinh.",6/6/2024 4:01,
Kim Chi,2.6,Bánh giao tới hơi nguội nhưng vẫn ăn được.,8/2/2024 4:54,
Bảo Long,3.4,"Giá cả hợp lý, bánh ngon miệng.",14/11/2024 14:37:57,
Kim Chi,2.9,"Hương vị độc đáo, sẽ quay lại lần nữa.",19/05/2024 15:31:40,
Văn Hoàng,4,"Giao hàng nhanh, bánh còn nóng hổi.",15/08/2024 23:48:10,
Hải Nam,9.1,"Giao hàng chậm, bánh nguội và khô.",16/11/2024 08:55:25,
Phương Mai,5,"Không đúng như kỳ vọng, giá hơi cao.",9/9/2024 18:16,
Huyền Trang,7.4,"Nhân bánh thơm và ngon, rất ấn tượng.",5/5/2024 9:44,
Hải Nam,1.8,"Nhân bánh thơm và ngon, rất ấn tượng.",9/9/2024 5:22,
Đức Hạnh,1.6,"Bánh mềm, ăn rất vừa miệng.",22/07/2024 01:43:51,
Trung Kiên,1.1,"Giao hàng chậm, bánh nguội và khô.",28/08/2024 12:30:04,
Phương Mai,1.1,Bánh giao tới hơi nguội nhưng vẫn ăn được.,16/11/2024 20:54:57,
Phương Mai,7.7,"Bánh thơm ngon, đáng để thử!",20/02/2024 10:21:00,
Khánh Duy,9,"Hương vị độc đáo, sẽ quay lại lần nữa.",11/3/2024 14:27,
Kim Chi,5.5,"Nhân bánh ít, cảm giác không đáng tiền.",20/04/2024 14:22:47,
Mai Anh,2.5,"Nhân bánh thơm và ngon, rất ấn tượng.",3/5/2024 20:52,
Hà Phương,9.4,"Hương vị độc đáo, sẽ quay lại lần nữa.",8/5/2024 22:40,
Lâm Phong,7.4,Phù hợp cho bữa sáng nhanh gọn.,15/02/2024 16:40:10,
Bảo Long,2.2,Phù hợp cho bữa sáng nhanh gọn.,6/10/2024 8:45,
Hải Nam,4.2,"Bánh quá dầu mỡ, không hợp khẩu vị.",24/02/2024 05:02:22,
Phương Mai,9.1,"Mùi vị bình thường, không đặc sắc lắm.",8/7/2024 0:55,
Bảo Long,9.5,"Bánh thơm ngon, đáng để thử!",22/08/2024 03:35:01,
Văn Hoàng,1.2,"Món ăn hấp dẫn, rất đáng tiền.",27/03/2024 18:15:13,
Quang Vinh,7.2,"Giao hàng chậm, bánh nguội và khô.",29/02/2024 23:37:51,
Trung Kiên,6.6,"Mùi vị bình thường, không đặc sắc lắm.",22/02/2024 23:02:41,
Bảo Long,4.7,"Hương vị độc đáo, sẽ quay lại lần nữa.",22/05/2024 06:30:23,
Ngọc Anh,5.1,"Nhân bánh thơm và ngon, rất ấn tượng.",6/1/2024 8:21,
Đức Hạnh,1.2,"Hương vị không như mong đợi, cần cải thiện.",7/8/2024 8:24,
Lan Hương,5.3,Quá tuyệt vời! Sẽ quay lại lần sau.,12/11/2024 0:47,
Kim Chi,2.2,"Bánh mềm, ăn rất vừa miệng.",30/07/2024 10:03:32,
Minh Đức,3.9,"Giao hàng nhanh, bánh còn nóng hổi.",25/08/2024 02:07:43,
Minh Đức,1.9,"Mùi vị bình thường, không đặc sắc lắm.",26/07/2024 14:25:59,
Đức Hạnh,4.6,"Giao hàng nhanh, bánh còn nóng hổi.",17/06/2024 00:26:07,
Bảo Long,1.2,"Giá cả hợp lý, bánh ngon miệng.",19/09/2024 09:29:43,
Lan Hương,8.1,"Quán sạch sẽ, món ăn hợp vệ sinh.",18/01/2024 23:15:16,
Khánh Duy,8.3,"Món ăn hấp dẫn, rất đáng tiền.",11/8/2024 19:57,
Hải Nam,1.7,"Quán sạch sẽ, món ăn hợp vệ sinh.",6/6/2024 18:59,
Ngọc Anh,7,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",29/01/2024 07:23:58,
Mai Anh,9.3,"Giá cả hợp lý, bánh ngon miệng.",26/05/2024 08:36:26,
Bảo Long,2.1,"Hương vị độc đáo, sẽ quay lại lần nữa.",4/9/2024 16:01,
Khánh Duy,6,"Giao hàng nhanh, bánh còn nóng hổi.",10/3/2024 11:35,
Khánh Duy,6.1,"Giao hàng chậm, bánh nguội và khô.",4/2/2024 8:41,
Thảo Vy,4.3,"Quán sạch sẽ, món ăn hợp vệ sinh.",8/1/2024 1:40,
Huyền Trang,7.7,"Giao hàng chậm, bánh nguội và khô.",21/09/2024 10:58:00,
Trung Kiên,3.2,"Món ăn hấp dẫn, rất đáng tiền.",12/4/2024 5:34,
Minh Đức,9.3,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",1/11/2024 13:22,
Kim Chi,2.5,"Hương vị độc đáo, sẽ quay lại lần nữa.",26/10/2024 18:00:39,
Khánh Duy,7.4,"Nhân bánh ít, cảm giác không đáng tiền.",21/04/2024 12:29:49,
Hải Nam,1.7,"Quán sạch sẽ, món ăn hợp vệ sinh.",27/09/2024 15:36:58,
Thu Hà,3.1,"Hương vị không như mong đợi, cần cải thiện.",28/03/2024 17:19:29,
Mỹ Linh,9.7,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",27/03/2024 04:46:17,
Khánh Duy,2.7,Phù hợp cho bữa sáng nhanh gọn.,26/03/2024 11:25:38,
Thu Hà,8.2,Phù hợp cho bữa sáng nhanh gọn.,28/09/2024 05:43:15,
Mai Anh,8.4,Bánh hơi ngọt so với khẩu vị của tôi.,4/4/2024 4:53,
Minh Đức,9,"Không đúng như kỳ vọng, giá hơi cao.",24/10/2024 02:44:57,
Lan Hương,6,Bánh giao tới hơi nguội nhưng vẫn ăn được.,16/11/2024 12:16:19,
Lan Hương,7.8,"Giá cả hợp lý, bánh ngon miệng.",24/05/2024 17:20:23,
Mai Anh,8.6,"Món ăn hấp dẫn, rất đáng tiền.",7/5/2024 23:26,
Bảo Long,1.1,"Bánh thơm ngon, đáng để thử!",5/10/2024 19:45,
Thu Hà,2.4,"Mùi vị bình thường, không đặc sắc lắm.",16/11/2024 12:54:53,
Văn Hoàng,10,"Bánh quá dầu mỡ, không hợp khẩu vị.",4/10/2024 5:30,
Hải Nam,9.3,Phù hợp cho bữa sáng nhanh gọn.,16/06/2024 19:56:53,
Đức Hạnh,5.4,"Mùi vị bình thường, không đặc sắc lắm.",15/06/2024 02:37:50,
Tuấn Anh,6.7,"Bánh quá dầu mỡ, không hợp khẩu vị.",16/05/2024 23:53:41,
Lâm Phong,5.5,"Không đúng như kỳ vọng, giá hơi cao.",15/11/2024 21:02:52,
Lâm Phong,1.4,"Bánh quá dầu mỡ, không hợp khẩu vị.",16/06/2024 19:16:05,
Lâm Phong,4.9,"Giao hàng chậm, bánh nguội và khô.",10/8/2024 22:40,
Văn Hoàng,4.6,Phù hợp cho bữa sáng nhanh gọn.,9/2/2024 23:00,
Hà Phương,7.8,"Giá cả hợp lý, bánh ngon miệng.",12/5/2024 4:54,
Mỹ Linh,2.7,"Món ăn hấp dẫn, rất đáng tiền.",16/11/2024 14:33:50,
Thảo Vy,1.1,"Bánh quá dầu mỡ, không hợp khẩu vị.",27/08/2024 06:02:52,
Thảo Vy,2.2,Phù hợp cho bữa sáng nhanh gọn.,5/8/2024 9:27,
Bảo Long,6,Bánh hơi ngọt so với khẩu vị của tôi.,28/01/2024 09:07:20,
Mai Anh,2.6,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",29/05/2024 23:55:26,
Tuấn Anh,6.9,"Bánh quá dầu mỡ, không hợp khẩu vị.",23/04/2024 13:22:53,
Bảo Long,9.3,"Giao hàng nhanh, bánh còn nóng hổi.",24/02/2024 11:44:54,
Mai Anh,5.9,"Mùi vị bình thường, không đặc sắc lắm.",10/3/2024 11:37,
Lâm Phong,8,"Bánh quá dầu mỡ, không hợp khẩu vị.",4/6/2024 4:53,
Minh Đức,6.2,"Món ăn hấp dẫn, rất đáng tiền.",12/4/2024 15:44,
Lâm Phong,2.7,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",8/6/2024 21:16,
Hải Nam,8.8,Quá tuyệt vời! Sẽ quay lại lần sau.,17/04/2024 02:48:08,
Phương Mai,2.1,"Hương vị không như mong đợi, cần cải thiện.",27/09/2024 06:30:22,
Phương Mai,6.8,"Bánh quá dầu mỡ, không hợp khẩu vị.",23/03/2024 21:12:14,
Kim Chi,9.3,"Mùi vị bình thường, không đặc sắc lắm.",27/08/2024 15:59:46,
Thu Hà,8.4,"Quán sạch sẽ, món ăn hợp vệ sinh.",9/9/2024 15:13,
Trung Kiên,5.9,"Mùi vị bình thường, không đặc sắc lắm.",16/08/2024 21:15:52,
Văn Hoàng,4.2,"Nhân bánh ít, cảm giác không đáng tiền.",21/10/2024 22:58:21,
Trung Kiên,2.8,Bánh giao tới hơi nguội nhưng vẫn ăn được.,24/06/2024 21:58:22,
Đức Hạnh,3.4,Quá tuyệt vời! Sẽ quay lại lần sau.,15/04/2024 06:52:03,
Thu Hà,6,Bánh hơi ngọt so với khẩu vị của tôi.,23/04/2024 21:38:23,
Trung Kiên,3.9,Quá tuyệt vời! Sẽ quay lại lần sau.,7/11/2024 15:47,
Ngọc Anh,4.4,"Nhân bánh thơm và ngon, rất ấn tượng.",4/2/2024 15:08,
Tuấn Anh,2,"Giao hàng nhanh, bánh còn nóng hổi.",15/09/2024 12:25:09,
Thảo Vy,7.5,"Nhân bánh thơm và ngon, rất ấn tượng.",10/7/2024 22:22,
Lâm Phong,4.8,"Bánh thơm ngon, đáng để thử!",29/07/2024 18:53:29,
Khánh Duy,4.2,"Không đúng như kỳ vọng, giá hơi cao.",21/05/2024 14:12:11,
Bảo Long,1.1,Bánh hơi ngọt so với khẩu vị của tôi.,29/03/2024 00:32:18,
Minh Đức,7.2,"Không đúng như kỳ vọng, giá hơi cao.",19/04/2024 09:37:03,
Văn Hoàng,8.8,"Món ăn hấp dẫn, rất đáng tiền.",21/05/2024 17:40:20,
Bảo Long,6.6,"Hương vị độc đáo, sẽ quay lại lần nữa.",30/01/2024 23:36:59,
Bảo Long,2.7,"Giao hàng chậm, bánh nguội và khô.",8/2/2024 21:27,
Thảo Vy,9.7,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",27/04/2024 10:32:52,
Thu Hà,2.8,"Giá cả hợp lý, bánh ngon miệng.",17/04/2024 17:19:14,
Văn Hoàng,1.5,"Món ăn hấp dẫn, rất đáng tiền.",17/06/2024 22:00:01,
Kim Chi,6,"Hương vị không như mong đợi, cần cải thiện.",30/08/2024 21:39:37,
Mai Anh,8.8,"Quán sạch sẽ, món ăn hợp vệ sinh.",20/10/2024 16:35:40,
Phương Mai,8.9,"Giá cả hợp lý, bánh ngon miệng.",30/05/2024 20:04:20,
Tuấn Anh,1.6,"Giao hàng chậm, bánh nguội và khô.",14/09/2024 00:04:20,
Hải Nam,4.3,"Mùi vị bình thường, không đặc sắc lắm.",29/10/2024 18:27:57,
Đức Hạnh,2.1,"Hương vị độc đáo, sẽ quay lại lần nữa.",30/06/2024 10:26:05,
Văn Hoàng,9.9,"Không đúng như kỳ vọng, giá hơi cao.",15/02/2024 04:42:05,
Lan Hương,2.9,Phù hợp cho bữa sáng nhanh gọn.,3/10/2024 22:31,
Kim Chi,5.9,"Hương vị thơm ngon, đúng chuẩn bánh nhà làm.",12/2/2024 14:46,
Lan Hương,2.7,Quá tuyệt vời! Sẽ quay lại lần sau.,27/04/2024 19:04:36,
Thu Hà,9.6,"Mùi vị bình thường, không đặc sắc lắm.",25/04/2024 14:55:20,
Minh Đức,7,"Nhân bánh thơm và ngon, rất ấn tượng.",25/03/2024 15:56:41,
Trung Kiên,8.8,"Bánh mềm, ăn rất vừa miệng.",5/9/2024 8:19,
Bảo Long,9.2,"Giao hàng chậm, bánh nguội và khô.",21/07/2024 02:28:34,
Lâm Phong,6.6,"Nhân bánh thơm và ngon, rất ấn tượng.",2/11/2024 20:55,
Mai Anh,5.1,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",2/1/2024 14:40,
Bảo Long,1.7,"Nhân bánh ít, cảm giác không đáng tiền.",30/05/2024 19:31:30,
Thảo Vy,5.3,"Nhân bánh thơm và ngon, rất ấn tượng.",11/3/2024 10:29,
Hải Nam,8.7,Phù hợp cho bữa sáng nhanh gọn.,29/04/2024 06:00:31,
Thảo Vy,1.3,"Hương vị độc đáo, sẽ quay lại lần nữa.",24/01/2024 02:18:07,
Bảo Long,1.1,Bánh giao tới hơi nguội nhưng vẫn ăn được.,19/04/2024 04:51:44,
Mỹ Linh,5.6,"Hương vị không như mong đợi, cần cải thiện.",13/10/2024 07:48:59,
Kim Chi,5.8,"Nhân bánh ít, cảm giác không đáng tiền.",11/11/2024 18:10,
Hà Phương,8.2,"Giao hàng nhanh, bánh còn nóng hổi.",5/10/2024 15:11,
Đức Hạnh,8.2,Phù hợp cho bữa sáng nhanh gọn.,13/05/2024 10:39:53,
Khánh Duy,5.2,"Nhân viên phục vụ nhiệt tình, món ăn chất lượng.",7/11/2024 5:24,
Thảo Vy,9.2,Quá tuyệt vời! Sẽ quay lại lần sau.,14/03/2024 03:14:47,
Thu Hà,6.9,"Mùi vị bình thường, không đặc sắc lắm.",23/09/2024 13:35:15,
Lâm Phong,5.1,"Bánh quá dầu mỡ, không hợp khẩu vị.",21/02/2024 10:07:16,
Minh Đức,1.2,"Giao hàng chậm, bánh nguội và khô.",9/9/2024 21:12,
Tuấn Anh,2.7,Bánh giao tới hơi nguội nhưng vẫn ăn được.,26/02/2024 06:48:21,
Huyền Trang,2.7,"Bánh thơm ngon, đáng để thử!",6/7/2024 6:54,
